ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
21:10:40,server_17,27.61,46.31,315.23,378.98,0.0
21:10:40,server_16,93.69,86.91,951.68,1163.06,95.21
21:10:40,server_15,64.01,57.33,17253.67,15911.16,52.93
21:10:40,server_14,90.98,27.85,832.79,479.16,129.0
21:10:40,server_13,27.79,95.93,234.48,336.52,57.2
21:10:40,server_20,22.71,19.46,246.37,302.83,30.72
21:10:40,server_11,89.56,81.17,866.9,1021.33,58.54
21:10:40,server_9,86.4,11.07,873.6,727.2,98.48
21:10:40,server_8,78.68,44.95,13905.46,13328.45,96.05
21:10:40,server_7,69.85,60.49,3487.31,3946.76,1587.31
21:10:40,server_6,97.86,87.73,985.51,1422.07,150.14
21:10:40,server_5,54.49,55.69,567.16,287.88,51.06
21:10:40,server_4,99.5,11.45,1015.32,783.41,27.6
21:10:40,server_3,53.99,61.4,516.7,680.33,0.0
21:10:40,server_2,17.34,82.2,210.41,295.51,167.34
21:10:40,server_1,53.48,57.03,2650.77,2954.69,578.6
21:10:40,server_10,46.16,64.22,2510.96,2023.51,932.96
21:10:45,server_13,51.41,67.57,510.24,277.53,23.31
21:10:45,server_20,27.33,28.14,125.97,114.41,5893.14
21:10:45,server_14,96.77,85.47,1010.02,1468.48,115.31
21:10:45,server_15,59.52,70.79,568.28,515.41,64.5
21:10:45,server_12,65.63,40.8,15024.57,13851.51,9.93
21:10:45,server_17,51.59,42.48,1511.59,1782.04,652.38
21:10:45,server_18,27.43,25.32,133.63,96.13,5150.35
21:10:45,server_19,54.75,34.61,508.15,367.46,147.75
21:10:45,server_16,51.82,60.28,2374.27,2052.45,1422.11
21:10:45,server_11,98.11,18.25,971.44,532.03,42.01
21:10:45,server_7,34.04,45.44,452.71,435.36,0.53
21:10:45,server_9,46.65,36.61,199.38,203.06,6334.39
21:10:45,server_8,15.26,86.73,176.58,201.87,36.89
21:10:45,server_6,55.58,45.36,526.11,401.72,30.63
21:10:45,server_5,85.06,12.53,884.64,646.62,65.4
21:10:45,server_4,43.69,46.0,498.52,613.07,146.13
21:10:45,server_3,65.27,61.98,658.0,661.13,174.69
21:10:45,server_2,28.93,34.95,276.49,314.88,0.0
21:10:45,server_1,82.02,5.83,861.24,519.87,85.95
21:10:45,server_10,27.43,39.29,284.61,205.21,30.73
21:10:50,server_13,58.77,35.82,17090.58,16053.93,50.52
21:10:50,server_14,85.27,5.66,805.31,485.36,61.86
21:10:50,server_15,23.66,21.45,87.23,108.25,8480.76
21:10:50,server_16,26.01,28.97,72.12,69.78,8408.39
21:10:50,server_20,41.59,30.13,111.63,164.9,7955.81
21:10:50,server_18,62.59,78.19,668.32,549.31,1.03
21:10:50,server_19,95.19,83.21,950.71,1122.37,65.95
21:10:50,server_12,30.88,46.19,40.29,34.1,9841.12
21:10:50,server_17,92.2,25.95,982.04,498.48,56.35
21:10:50,server_11,29.7,25.29,281.47,392.15,0.0
21:10:50,server_10,36.65,26.8,304.42,412.31,36.52
21:10:50,server_9,41.29,57.86,4442.73,4858.65,1358.87
21:10:50,server_2,49.14,34.57,11.04,6.63,8171.96
21:10:50,server_3,38.77,39.47,425.56,572.84,34.25
21:10:50,server_4,33.18,57.93,376.79,447.1,12.43
21:10:50,server_1,21.76,96.9,215.25,166.01,70.28
21:10:50,server_6,28.82,91.62,365.69,524.93,0.0
21:10:50,server_7,6.5,89.82,24.64,29.17,117.55
21:10:50,server_8,24.86,98.7,256.25,336.98,81.98
21:10:50,server_5,20.61,90.87,164.46,245.61,143.63
21:10:55,server_12,62.24,79.6,520.62,578.32,81.01
21:10:55,server_19,92.38,82.7,878.38,997.91,93.72
21:10:55,server_18,3.65,94.94,0.0,0.0,142.77
21:10:55,server_17,41.49,69.35,2818.14,2993.93,1075.36
21:10:55,server_16,89.18,84.52,947.89,794.87,108.41
21:10:55,server_15,55.6,64.94,542.52,705.51,80.64
21:10:55,server_14,52.88,48.67,13912.76,11598.48,137.97
21:10:55,server_13,25.62,24.13,232.75,222.75,14.17
21:10:55,server_11,40.62,73.38,476.41,586.77,65.87
21:10:55,server_20,99.2,92.18,984.42,1223.14,70.26
21:10:55,server_9,20.22,96.96,229.21,161.76,40.59
21:10:55,server_1,64.28,63.05,4935.05,4392.19,863.29
21:10:55,server_2,41.75,51.34,437.47,618.7,132.93
21:10:55,server_3,66.92,38.06,5320.38,5999.57,158.37
21:10:55,server_4,54.99,70.68,633.51,916.47,0.0
21:10:55,server_10,58.33,64.21,680.25,565.27,142.09
21:10:55,server_6,31.33,29.91,307.65,281.44,84.46
21:10:55,server_7,48.41,39.83,65.2,38.01,3219.8
21:10:55,server_8,24.24,31.19,223.41,124.75,0.0
21:10:55,server_5,48.24,53.21,473.93,296.45,156.54
21:11:00,server_12,50.42,54.82,399.63,366.7,20.81
21:11:00,server_19,55.22,62.74,565.67,679.31,127.77
21:11:00,server_18,1.13,86.69,16.69,17.56,50.42
21:11:00,server_17,23.52,87.94,185.8,219.56,33.65
21:11:00,server_16,54.94,58.13,476.63,606.47,116.84
21:11:00,server_15,43.21,55.73,438.85,609.78,62.88
21:11:00,server_14,20.71,29.62,87.29,51.28,3828.34
21:11:00,server_13,36.72,60.47,352.95,469.16,45.22
21:11:00,server_11,34.63,24.29,355.46,442.99,160.39
21:11:00,server_20,32.5,40.48,79.6,115.15,6542.68
21:11:00,server_9,14.75,97.85,107.6,60.99,31.52
21:11:00,server_1,91.45,84.42,862.17,782.7,76.99
21:11:00,server_2,95.09,80.0,1026.2,1143.68,4.85
21:11:00,server_3,34.86,21.64,84.47,115.45,3449.5
21:11:00,server_4,48.88,25.23,138.22,88.98,5323.56
21:11:00,server_10,94.43,86.28,951.26,877.13,159.88
21:11:00,server_6,45.42,61.05,3071.83,2699.11,1767.4
21:11:00,server_7,40.03,55.89,345.01,327.4,190.89
21:11:00,server_8,21.48,38.02,48.81,44.71,4223.94
21:11:00,server_5,34.13,41.3,323.75,384.38,55.73
21:11:05,server_11,13.72,85.11,153.08,214.08,45.77
21:11:05,server_19,59.99,58.75,575.38,522.89,63.31
21:11:05,server_18,66.06,53.56,15710.52,17798.24,69.39
21:11:05,server_17,39.92,30.35,144.67,151.94,4161.56
21:11:05,server_16,50.91,53.15,11349.2,9966.83,85.41
21:11:05,server_15,23.69,27.92,185.01,244.46,0.0
21:11:05,server_14,20.22,22.07,269.04,251.21,0.0
21:11:05,server_13,46.01,59.75,417.07,435.38,59.9
21:11:05,server_12,90.67,96.98,865.0,757.79,61.66
21:11:05,server_20,98.5,2.97,947.16,524.65,43.34
21:11:05,server_10,25.74,83.18,326.81,336.53,56.11
21:11:05,server_8,92.76,87.04,942.18,863.78,107.71
21:11:05,server_7,41.7,28.89,117.99,137.95,5734.13
21:11:05,server_6,95.69,12.6,981.08,1148.26,4.31
21:11:05,server_5,60.35,75.15,532.64,750.72,65.58
21:11:05,server_4,26.56,43.22,101.39,139.91,4846.69
21:11:05,server_3,82.13,14.22,780.22,808.53,42.38
21:11:05,server_2,34.07,32.7,56.37,62.04,4893.05
21:11:05,server_1,61.44,69.78,604.68,520.47,165.03
21:11:05,server_9,59.56,54.02,3276.17,3615.53,1640.61
21:11:10,server_13,74.41,52.31,18067.57,16177.55,86.35
21:11:10,server_14,41.58,43.76,330.57,475.4,86.32
21:11:10,server_15,85.47,4.55,874.34,1088.98,47.29
21:11:10,server_12,94.84,91.08,913.0,884.65,0.0
21:11:10,server_20,51.4,43.88,5699.0,5031.75,56.53
21:11:10,server_18,72.03,59.79,18006.02,20726.67,126.05
21:11:10,server_19,21.43,15.49,199.64,155.95,35.35
21:11:10,server_16,27.31,22.28,311.91,342.26,0.0
21:11:10,server_11,55.81,44.35,568.57,803.28,118.11
21:11:10,server_17,91.98,99.39,907.79,989.46,108.51
21:11:10,server_9,41.42,66.34,449.48,645.55,103.37
21:11:10,server_1,58.8,47.94,16175.41,15428.89,88.12
21:11:10,server_2,34.57,24.93,345.71,392.17,3.65
21:11:10,server_3,54.8,76.45,521.99,371.09,80.0
21:11:10,server_4,30.88,44.41,380.37,405.73,160.71
21:11:10,server_10,26.3,45.32,323.39,288.05,64.35
21:11:10,server_6,25.83,36.65,362.61,482.38,67.15
21:11:10,server_7,49.16,44.89,1643.29,1569.45,661.96
21:11:10,server_8,32.64,43.87,311.61,271.73,34.78
21:11:10,server_5,38.23,41.28,343.46,441.82,22.54
21:11:15,server_12,34.43,40.49,337.17,483.41,4.39
21:11:15,server_19,58.64,73.69,632.14,524.8,40.94
21:11:15,server_18,87.0,87.98,831.04,694.3,74.79
21:11:15,server_17,70.5,35.28,17757.97,16931.56,167.75
21:11:15,server_16,67.05,59.38,699.98,984.24,49.65
21:11:15,server_15,33.31,41.04,124.43,88.56,5182.74
21:11:15,server_14,45.49,47.46,501.3,642.86,64.59
21:11:15,server_13,75.9,32.09,14175.46,16860.23,146.89
21:11:15,server_11,20.41,87.98,131.12,155.93,108.31
21:11:15,server_20,42.02,70.32,440.65,627.43,11.41
21:11:15,server_9,52.27,54.26,550.88,277.38,156.68
21:11:15,server_1,43.26,63.5,473.06,621.0,156.02
21:11:15,server_2,97.2,92.57,966.22,1299.42,53.73
21:11:15,server_3,17.12,93.2,134.67,192.76,118.67
21:11:15,server_4,24.09,47.27,14.2,8.61,4818.0
21:11:15,server_10,39.45,59.45,346.04,209.03,28.68
21:11:15,server_6,51.2,54.32,3401.76,3069.67,1397.95
21:11:15,server_7,92.09,29.72,863.66,1230.86,108.65
21:11:15,server_8,30.37,51.08,327.1,194.71,7.48
21:11:15,server_5,56.89,36.61,12890.44,13089.39,57.16
21:11:20,server_11,21.11,49.81,115.49,92.43,7446.31
21:11:20,server_19,81.56,10.8,836.56,1028.97,70.81
21:11:20,server_18,50.87,42.03,528.5,646.19,85.64
21:11:20,server_17,62.81,47.03,14132.1,13264.22,134.51
21:11:20,server_16,55.01,40.98,4268.95,4956.3,1154.53
21:11:20,server_15,65.76,40.85,16950.53,14143.22,23.13
21:11:20,server_14,47.68,47.88,497.59,412.43,0.0
21:11:20,server_13,40.61,54.05,396.75,214.54,13.97
21:11:20,server_12,48.9,55.38,527.51,708.42,0.0
21:11:20,server_20,54.68,43.54,1517.39,1469.06,1363.56
21:11:20,server_10,50.77,56.34,479.01,328.77,7.44
21:11:20,server_8,52.89,58.62,17745.06,15815.86,150.45
21:11:20,server_7,53.98,55.89,483.96,324.51,0.0
21:11:20,server_6,14.91,86.43,69.72,75.5,0.0
21:11:20,server_5,23.81,84.63,204.38,196.76,48.57
21:11:20,server_4,34.31,55.1,251.9,176.49,12.09
21:11:20,server_3,53.4,33.18,15794.43,15461.52,179.42
21:11:20,server_2,34.96,30.08,80.86,102.62,8990.86
21:11:20,server_1,47.66,43.79,553.76,573.98,100.15
21:11:20,server_9,35.44,22.84,128.71,144.99,5434.13
21:11:25,server_13,27.11,34.99,318.44,407.13,0.0
21:11:25,server_20,27.55,48.92,42.47,22.92,4794.21
21:11:25,server_14,63.06,71.99,633.15,860.39,0.0
21:11:25,server_15,49.95,61.11,519.21,412.73,25.75
21:11:25,server_19,58.62,64.74,2048.91,2320.56,727.5
21:11:25,server_17,41.62,43.41,3492.55,3354.48,1082.67
21:11:25,server_18,90.36,21.9,930.95,1104.33,83.87
21:11:25,server_12,19.25,98.12,140.36,207.72,59.87
21:11:25,server_16,99.83,24.57,1017.46,656.58,90.33
21:11:25,server_11,24.9,20.94,199.61,298.0,3595.41
21:11:25,server_7,37.03,34.27,327.6,236.17,7.79
21:11:25,server_9,62.61,68.19,2688.21,2623.95,1257.96
21:11:25,server_8,64.76,69.21,652.74,800.36,52.17
21:11:25,server_6,51.37,51.22,19322.93,19029.76,17.0
21:11:25,server_5,34.98,37.22,368.21,389.81,80.21
21:11:25,server_4,25.94,32.64,297.56,357.75,131.95
21:11:25,server_3,42.32,54.34,402.82,364.67,0.0
21:11:25,server_2,45.14,48.72,456.96,638.31,55.53
21:11:25,server_1,96.85,98.4,969.82,1327.32,92.87
21:11:25,server_10,22.21,38.23,181.15,242.8,0.0
21:11:30,server_13,43.74,49.04,411.74,471.08,32.08
21:11:30,server_14,0.01,95.0,15.49,9.66,84.24
21:11:30,server_15,89.61,5.11,929.16,723.27,0.0
21:11:30,server_20,62.36,56.25,2662.94,3096.35,1966.88
21:11:30,server_18,52.37,39.25,14581.3,13846.74,150.46
21:11:30,server_19,61.47,61.79,600.13,414.21,135.82
21:11:30,server_12,72.95,48.32,8903.53,8197.36,176.04
21:11:30,server_16,57.64,44.82,1833.25,1778.61,1526.91
21:11:30,server_11,75.58,51.13,14343.63,11867.31,16.86
21:11:30,server_17,63.62,89.48,574.0,290.2,110.82
21:11:30,server_9,0.37,82.61,0.0,0.0,1.85
21:11:30,server_8,19.06,81.88,256.38,311.04,75.96
21:11:30,server_7,47.08,64.55,485.34,709.6,0.0
21:11:30,server_6,64.62,78.69,613.06,537.32,79.43
21:11:30,server_5,54.31,33.72,528.69,747.45,102.15
21:11:30,server_4,32.73,41.41,427.4,237.12,98.66
21:11:30,server_3,64.83,44.76,4814.0,4065.89,1419.22
21:11:30,server_2,65.2,67.69,621.46,904.46,65.45
21:11:30,server_1,46.96,59.37,484.29,252.62,28.73
21:11:30,server_10,94.9,1.27,937.5,713.35,6.44
21:11:35,server_13,42.89,38.66,71.21,103.78,3938.52
21:11:35,server_14,40.07,56.41,343.49,275.99,0.0
21:11:35,server_15,20.14,82.6,115.84,72.72,0.0
21:11:35,server_20,87.52,99.18,881.02,676.92,122.06
21:11:35,server_17,85.47,21.32,981.81,867.27,93.05
21:11:35,server_18,4.9,89.7,16.15,22.77,52.05
21:11:35,server_19,41.75,47.61,420.6,423.86,59.82
21:11:35,server_12,54.68,61.43,585.64,653.96,76.66
21:11:35,server_16,24.38,45.36,159.37,100.3,8224.49
21:11:35,server_11,18.98,90.29,159.01,167.2,136.54
21:11:35,server_7,49.59,33.19,114.75,58.37,8513.94
21:11:35,server_9,68.18,47.53,11385.42,12431.82,157.02
21:11:35,server_8,97.31,15.47,1000.06,544.89,24.59
21:11:35,server_6,86.91,91.26,900.95,582.25,58.96
21:11:35,server_5,79.82,31.59,9095.6,8110.46,69.11
21:11:35,server_4,20.78,26.02,153.76,203.49,22.87
21:11:35,server_3,14.64,95.07,131.94,90.48,0.0
21:11:35,server_2,25.07,38.38,119.16,76.08,4245.0
21:11:35,server_1,92.23,5.49,960.87,519.01,107.7
21:11:35,server_10,95.65,13.38,954.11,1240.51,0.0
21:11:40,server_15,86.82,24.54,860.82,1176.84,58.83
21:11:40,server_14,34.4,39.7,69.49,57.7,5573.86
21:11:40,server_16,36.91,20.86,134.53,184.65,6035.49
21:11:40,server_13,23.11,17.85,213.33,192.12,3.36
21:11:40,server_18,70.15,39.75,5526.45,5718.68,49.69
21:11:40,server_19,68.51,44.05,4587.7,3751.8,1246.57
21:11:40,server_20,21.18,44.34,86.42,110.83,3063.82
21:11:40,server_12,9.19,93.62,95.23,51.98,56.45
21:11:40,server_17,0.75,93.6,0.0,0.0,0.0
21:11:40,server_11,53.35,49.02,4594.49,3781.39,902.18
21:11:40,server_10,61.89,53.68,640.23,332.1,10.4
21:11:40,server_9,47.35,50.76,483.27,676.09,31.54
21:11:40,server_2,41.37,35.26,503.63,615.67,48.03
21:11:40,server_3,89.72,96.85,980.66,1013.15,79.5
21:11:40,server_4,54.82,51.2,3749.53,4210.09,1574.44
21:11:40,server_1,52.79,65.75,574.75,761.72,3.46
21:11:40,server_6,60.28,37.52,14266.13,15463.88,72.69
21:11:40,server_7,96.78,6.53,949.85,582.09,41.22
21:11:40,server_8,46.0,61.43,523.38,749.36,0.0
21:11:40,server_5,89.41,93.25,884.03,642.77,165.7
21:11:45,server_13,94.48,86.29,895.37,591.58,0.45
21:11:45,server_20,50.5,67.18,495.43,610.56,191.52
21:11:45,server_19,95.32,83.86,981.56,1158.81,98.9
21:11:45,server_18,62.21,43.32,687.44,774.73,56.64
21:11:45,server_17,26.89,36.07,99.1,73.01,6377.45
21:11:45,server_16,77.55,50.51,11944.24,14114.06,148.3
21:11:45,server_15,88.0,5.18,864.09,884.12,31.54
21:11:45,server_14,27.35,27.03,220.35,289.35,97.98
21:11:45,server_12,13.97,97.81,103.91,89.07,9.65
21:11:45,server_11,53.6,69.4,418.2,550.91,182.89
21:11:45,server_1,91.41,93.35,869.99,1008.73,36.85
21:11:45,server_9,31.56,19.81,254.41,314.3,113.23
21:11:45,server_8,51.75,46.35,3253.74,3703.72,991.1
21:11:45,server_7,87.7,85.69,941.72,657.29,171.08
21:11:45,server_6,57.75,60.03,4849.19,4039.32,534.86
21:11:45,server_5,29.76,94.5,241.23,283.78,135.77
21:11:45,server_4,31.09,29.98,262.02,201.15,85.07
21:11:45,server_3,0.15,83.73,0.0,0.0,112.52
21:11:45,server_2,25.35,34.97,331.97,486.4,26.03
21:11:45,server_10,29.64,96.06,227.63,165.83,34.17
21:11:50,server_13,47.18,55.49,2074.17,2134.16,1494.85
21:11:50,server_14,94.22,23.05,953.39,1042.34,84.65
21:11:50,server_15,55.5,43.8,2682.65,2687.75,1530.69
21:11:50,server_16,91.74,85.12,890.59,790.73,129.84
21:11:50,server_12,93.83,20.08,1069.84,1499.87,9.24
21:11:50,server_18,1.15,81.06,0.0,0.0,0.0
21:11:50,server_19,57.89,59.84,13494.32,14170.15,35.46
21:11:50,server_20,42.22,52.53,389.53,509.13,77.97
21:11:50,server_17,60.78,79.74,615.26,568.95,31.13
21:11:50,server_11,41.79,57.38,2725.42,3224.68,1641.1
21:11:50,server_1,85.46,0.69,797.29,411.09,50.74
21:11:50,server_9,51.11,31.56,15296.83,17818.81,132.62
21:11:50,server_8,96.45,26.58,915.81,1364.31,31.03
21:11:50,server_7,38.24,43.23,454.65,314.37,0.0
21:11:50,server_6,88.05,89.69,771.8,426.09,83.83
21:11:50,server_5,55.21,70.4,538.72,473.48,147.43
21:11:50,server_4,44.92,44.73,549.83,296.98,108.91
21:11:50,server_3,32.96,33.99,293.3,328.26,118.92
21:11:50,server_2,40.7,54.17,344.27,257.46,50.88
21:11:50,server_10,44.06,35.44,126.47,129.16,6417.13
21:11:55,server_13,89.52,10.8,894.46,853.52,66.09
21:11:55,server_14,43.22,46.14,3795.4,3485.73,994.58
21:11:55,server_15,38.81,53.96,384.07,229.89,104.59
21:11:55,server_16,90.83,85.72,904.34,632.35,110.86
21:11:55,server_20,25.14,94.08,238.63,304.77,34.55
21:11:55,server_18,50.92,50.62,501.33,602.62,26.31
21:11:55,server_19,84.35,5.51,833.96,983.33,0.0
21:11:55,server_12,32.66,33.4,312.78,167.53,0.0
21:11:55,server_17,66.26,73.52,665.14,569.55,135.92
21:11:55,server_11,30.81,26.5,22.74,20.8,5850.58
21:11:55,server_10,80.14,13.51,722.73,938.39,77.96
21:11:55,server_9,67.19,73.12,649.0,587.47,87.22
21:11:55,server_2,96.01,7.97,905.99,979.63,4.34
21:11:55,server_3,4.93,99.25,87.41,124.43,32.75
21:11:55,server_4,81.85,3.49,753.6,922.81,107.98
21:11:55,server_1,60.37,60.08,3963.3,3307.16,1583.08
21:11:55,server_6,22.34,25.73,234.83,209.7,47.13
21:11:55,server_7,97.37,98.17,1040.03,548.7,120.64
21:11:55,server_8,97.0,96.48,963.41,769.52,191.07
21:11:55,server_5,65.79,58.55,7785.03,8597.68,104.57
21:12:00,server_12,29.2,93.35,410.98,526.36,112.88
21:12:00,server_19,63.3,55.64,13782.05,13411.68,116.13
21:12:00,server_18,42.89,62.16,382.68,552.56,98.84
21:12:00,server_17,18.58,87.5,127.32,176.89,32.12
21:12:00,server_16,31.39,35.76,269.8,289.1,0.0
21:12:00,server_15,46.86,65.4,2768.38,3317.25,1288.6
21:12:00,server_14,39.54,32.5,186.95,271.53,9622.29
21:12:00,server_13,64.45,71.77,702.7,1006.72,98.26
21:12:00,server_11,39.08,45.81,438.92,502.27,0.0
21:12:00,server_20,38.05,42.38,394.19,309.88,72.97
21:12:00,server_9,98.3,82.79,990.49,1170.06,0.0
21:12:00,server_1,47.37,44.94,10.04,5.08,3977.88
21:12:00,server_2,96.91,21.02,981.84,1201.32,18.74
21:12:00,server_3,87.92,84.55,874.92,1116.29,47.34
21:12:00,server_4,52.75,63.21,557.11,369.88,100.69
21:12:00,server_10,58.06,71.78,611.59,451.18,46.91
21:12:00,server_6,29.72,86.2,298.44,331.01,153.24
21:12:00,server_7,26.04,43.68,163.03,139.71,31.28
21:12:00,server_8,67.17,59.36,696.33,512.53,88.48
21:12:00,server_5,38.47,54.03,370.84,205.34,10.56
21:12:05,server_11,41.23,20.66,43.36,39.52,8340.38
21:12:05,server_19,22.27,29.1,267.54,229.04,34.74
21:12:05,server_18,28.27,25.16,56.37,73.79,9243.53
21:12:05,server_17,92.39,15.5,853.02,794.05,67.53
21:12:05,server_16,71.93,36.61,11676.63,11150.89,161.47
21:12:05,server_15,68.53,33.06,12061.21,9911.19,145.66
21:12:05,server_14,51.61,41.22,8700.61,7908.26,140.04
21:12:05,server_13,94.13,93.67,1011.11,556.51,129.98
21:12:05,server_12,69.63,71.77,786.53,694.6,97.91
21:12:05,server_20,81.92,19.18,824.24,572.77,55.26
21:12:05,server_10,66.35,60.58,695.42,398.67,94.94
21:12:05,server_8,27.77,12.43,283.41,207.64,23.63
21:12:05,server_7,90.55,21.4,958.23,691.47,15.44
21:12:05,server_6,56.7,62.45,630.09,623.02,54.87
21:12:05,server_5,54.78,69.57,540.21,657.53,0.0
21:12:05,server_4,54.86,37.29,19676.49,23120.44,152.16
21:12:05,server_3,44.3,53.69,433.41,592.38,20.05
21:12:05,server_2,63.96,65.43,667.66,547.46,32.3
21:12:05,server_1,54.52,73.42,454.66,255.28,60.23
21:12:05,server_9,36.58,32.21,406.46,555.68,13.72
21:12:10,server_14,60.27,69.15,592.0,877.96,67.76
21:12:10,server_15,85.88,19.81,928.94,1284.79,0.0
21:12:10,server_16,6.72,84.38,38.73,39.98,60.4
21:12:10,server_13,30.24,19.46,260.68,303.4,66.45
21:12:10,server_18,93.64,21.35,939.43,979.21,0.0
21:12:10,server_19,51.55,49.47,477.1,424.03,148.71
21:12:10,server_20,33.31,27.82,138.48,150.07,4195.77
21:12:10,server_17,97.43,29.65,1023.07,693.37,134.64
21:12:10,server_12,93.92,83.02,987.7,1048.51,117.68
21:12:10,server_11,42.99,56.44,443.79,563.14,27.43
21:12:10,server_10,85.97,3.22,874.52,476.81,69.33
21:12:10,server_2,48.49,51.88,472.75,375.79,0.0
21:12:10,server_3,32.3,26.12,304.87,351.55,38.42
21:12:10,server_4,25.72,39.77,300.36,353.25,0.0
21:12:10,server_5,62.94,72.45,665.22,393.23,40.75
21:12:10,server_1,36.66,37.56,444.65,547.27,0.0
21:12:10,server_7,21.96,35.03,222.55,122.84,0.0
21:12:10,server_8,51.27,69.21,406.16,417.31,81.43
21:12:10,server_9,24.97,24.27,361.11,376.24,0.0
21:12:10,server_6,99.2,13.43,932.58,513.64,2.9
21:12:15,server_12,63.7,61.07,641.76,823.57,76.54
21:12:15,server_19,69.97,68.65,1330.19,1556.32,1564.29
21:12:15,server_18,25.33,80.46,145.42,210.9,125.04
21:12:15,server_17,33.6,27.54,30.17,30.66,4087.07
21:12:15,server_16,5.19,85.37,169.49,166.59,0.0
21:12:15,server_15,53.43,46.77,571.21,674.82,0.0
21:12:15,server_14,64.34,79.04,614.57,359.89,82.18
21:12:15,server_13,65.66,54.38,2424.99,2233.35,1355.57
21:12:15,server_11,78.19,30.05,12711.36,13013.48,160.39
21:12:15,server_20,52.5,55.92,585.89,813.25,52.57
21:12:15,server_9,57.44,54.78,2115.57,2067.8,1697.78
21:12:15,server_1,57.54,56.15,524.63,607.74,11.47
21:12:15,server_2,79.52,40.27,9141.25,9913.05,169.03
21:12:15,server_3,59.58,35.77,6681.62,5941.84,56.33
21:12:15,server_4,22.27,38.16,6.23,3.23,4955.97
21:12:15,server_10,99.94,81.62,985.0,1408.27,38.33
21:12:15,server_6,53.05,30.12,19316.84,22595.82,5.16
21:12:15,server_7,92.86,14.52,904.3,1133.38,3.47
21:12:15,server_8,64.16,66.02,663.78,775.77,88.65
21:12:15,server_5,35.97,40.69,187.38,228.24,5092.77
21:12:20,server_11,42.12,35.4,66.2,83.67,8112.71
21:12:20,server_19,45.74,62.41,500.91,300.35,0.0
21:12:20,server_18,98.08,86.59,960.07,1250.32,54.89
21:12:20,server_17,34.8,56.16,362.07,185.88,0.0
21:12:20,server_16,43.42,40.69,444.09,336.84,36.04
21:12:20,server_15,90.32,28.54,903.58,1346.58,58.02
21:12:20,server_14,93.91,85.99,883.86,1309.71,125.99
21:12:20,server_13,66.4,69.1,3080.31,2847.31,540.22
21:12:20,server_12,67.51,75.18,622.7,429.78,40.58
21:12:20,server_20,87.82,95.0,873.92,942.75,72.23
21:12:20,server_10,99.39,82.54,953.2,564.33,155.39
21:12:20,server_8,66.39,75.93,714.55,462.09,140.78
21:12:20,server_7,99.3,88.19,923.96,1084.94,54.5
21:12:20,server_6,27.07,6.64,257.47,301.5,30.66
21:12:20,server_5,95.19,85.84,929.77,1074.84,61.18
21:12:20,server_4,60.99,44.23,11717.99,12213.16,102.83
21:12:20,server_3,29.16,31.45,289.13,322.92,9.06
21:12:20,server_2,94.04,29.31,940.3,896.23,129.57
21:12:20,server_1,43.09,42.41,393.52,301.5,16.4
21:12:20,server_9,42.36,23.07,360.07,247.41,37.3
21:12:25,server_13,61.74,62.3,601.57,572.04,56.58
21:12:25,server_14,52.53,50.97,15073.31,16600.25,159.43
21:12:25,server_15,40.08,50.49,435.54,569.67,0.0
21:12:25,server_16,95.2,93.16,1000.54,1469.7,0.0
21:12:25,server_20,98.48,97.31,979.39,843.13,173.75
21:12:25,server_18,0.97,97.08,0.0,0.0,174.11
21:12:25,server_19,32.5,40.14,329.08,387.53,86.19
21:12:25,server_12,32.24,47.55,186.04,122.11,7713.17
21:12:25,server_17,88.09,94.59,901.52,693.99,168.43
21:12:25,server_10,23.2,42.89,82.15,84.94,9293.06
21:12:25,server_7,21.99,87.58,262.26,194.54,104.17
21:12:25,server_9,91.03,82.55,981.37,1447.07,75.2
21:12:25,server_11,57.44,41.94,1210.94,1284.01,1062.06
21:12:25,server_2,52.85,66.37,501.81,423.58,30.11
21:12:25,server_3,58.22,59.39,568.35,829.36,51.91
21:12:25,server_4,2.78,96.88,0.0,0.0,20.06
21:12:25,server_1,50.96,59.07,392.98,329.43,81.92
21:12:25,server_6,23.9,24.73,261.32,199.09,24.48
21:12:25,server_8,51.06,42.65,6704.16,7565.13,196.31
21:12:25,server_5,59.59,60.97,632.59,672.77,0.0
21:12:30,server_20,16.63,87.88,214.87,206.17,0.0
21:12:30,server_12,31.63,21.64,157.27,102.54,7825.38
21:12:30,server_19,46.42,47.64,169.51,94.5,3042.59
21:12:30,server_17,23.99,35.97,183.49,197.7,9732.39
21:12:30,server_16,26.33,55.22,278.98,184.42,0.0
21:12:30,server_15,40.35,31.69,161.39,218.02,5299.89
21:12:30,server_14,67.6,53.83,18586.0,20842.08,153.66
21:12:30,server_13,29.73,33.15,379.25,534.11,19.85
21:12:30,server_11,45.01,58.54,366.03,433.77,18.14
21:12:30,server_18,25.35,25.45,317.16,345.33,1.62
21:12:30,server_9,12.57,88.5,119.34,165.7,12.58
21:12:30,server_8,66.85,61.46,596.75,693.39,54.75
21:12:30,server_7,56.83,78.78,607.08,349.65,103.45
21:12:30,server_6,20.63,18.04,164.75,137.59,37.79
21:12:30,server_5,35.63,42.29,411.99,547.27,48.03
21:12:30,server_4,57.4,66.54,510.21,642.71,0.0
21:12:30,server_3,46.1,32.58,85.68,49.62,4441.99
21:12:30,server_2,55.05,50.7,4373.3,3538.4,1247.9
21:12:30,server_1,87.88,87.41,887.09,1250.48,0.0
